word,level,frequency_ranking,pos,pinyin,definitions
长短,6,22940,noun,cháng duǎn,length | accident; mishap | right and wrong; good and bad; merits and demerits
长假,6,14297,noun,cháng jià,long vacation
长江,4,20034,noun,Cháng Jiāng,"Yangtze River, or Chang Jiang"
长久,6,6069,adverb,cháng jiǔ,(for a) long time
长跑,6,19365,noun,cháng pǎo,long-distance running
长期,3,2911,noun,cháng qī,long term | long time | long range (of a forecast)
长期以来,7,29889,adverb,cháng qī yǐ lái,for a long time
长寿,5,13208,noun,cháng shòu,longevity
长途,4,9492,noun,cháng tú,long distance
长相,7,8331,noun,zhǎng xiàng,appearance | looks | profile | countenance
长效,7,96545,verb,cháng xiào,to be effective over an extended period
长远,6,8868,adjective,cháng yuǎn,long-term
长征,7,27081,noun,cháng zhēng,expedition | long journey
长足,7,26492,adjective,cháng zú,"remarkable (progress, improvement, expansion etc)"
涨,5,4020,verb,zhǎng | zhàng,"to rise (of prices, rivers) | to swell | to distend"
涨价,5,14037,verb,zhǎng jià,to appreciate (in value) | to increase in price
掌管,7,14059,adverb,zhǎng guǎn,in charge of
掌声,6,5343,noun,zhǎng shēng,applause
掌握,5,1826,verb,zhǎng wò,"to grasp (often fig.) | to control | to seize (initiative, opportunity, destiny) | to master | to know well"
丈夫,4,1376,noun,zhàng fu,husband
帐篷,7,7940,noun,zhàng peng,tent
帐子,7,70265,noun,zhàng zi,mosquito net
胀,7,12289,verb,zhàng,to swell; dropsical; swollen; bloated
账,6,6981,noun,zhàng,account | bill | debt
账单,7,11708,noun,zhàng dān,bill
账号,7,10644,noun,zhàng hào,account | username
账户,6,3852,noun,zhàng hù,bank account | online account
障碍,6,2859,noun,zhàng ài,barrier | obstruction | hindrance | impediment | obstacle
招,6,1522,verb,zhāo,to recruit | to provoke | to beckon | to incur | to infect | to confess
招标,7,19253,verb,zhāo biāo,to invite bids
招待,7,8447,verb,zhāo dài,to hold a reception; to offer hospitality; to entertain (guests); to serve (customers)
招待会,7,14282,noun,zhāo dài huì,a reception
招呼,4,5046,verb,zhāo hu,to call out to | to greet | to say hello to | to inform | to take care of | to take care that one does not
招揽,7,21908,verb,zhāo lǎn,to attract (customers); to drum up (trade)
招募,7,8938,verb,zhāo mù,to recruit | to enlist
招牌,7,9174,noun,zhāo pai,signboard | shop sign | reputation of a business
招聘,6,8004,verb,zhāo pìn,to invite applications for a job | to recruit
招生,5,14045,verb,zhāo shēng,to enroll new students | to get students
招收,7,16009,verb,zhāo shōu,to hire | to recruit
招手,5,15211,verb,zhāo shǒu,to wave | to beckon
招数,7,14163,noun,zhāo shù,"move (in chess, on stage, in martial arts) | gambit | trick | scheme | movement"
招投标,6,1000000,noun,zhāo tóu biāo,bid inviting and bid offering | bidding | auction
爪子,7,12261,noun,zhuǎ zi,(animal's) claw
找,1,152,verb,zhǎo,to try to find | to look for | to call on sb | to find | to seek | to return | to give change
找出,2,6479,verb,zhǎo chū,to find | to search out
找到,1,188,verb,zhǎo dào,to find
沼泽,7,15922,noun,zhǎo zé,marsh | swamp | wetlands | glade
召集,7,6613,verb,zhào jí,to convene | to gather
召开,4,4146,verb,zhào kāi,to convene (a conference or meeting) | to convoke | to call together
兆头,7,40377,noun,zhào tou,omen | portent | sign
照,3,1165,verb,zhào,to shine | to illuminate | to shine | to illuminate | to reflect | to look at (one's reflection) | to take (a photo)
照办,7,21771,verb,zhào bàn,to follow the rules | to do as instructed | to play by the book | to comply with a request
照常,7,15387,adverb,zhào cháng,as usual
照顾,2,1631,verb,zhào gu,to take care of | to show consideration | to attend to | to look after
照例,7,25802,adverb,zhào lì,as a rule | as usual | usually
照料,7,11806,verb,zhào liào,to tend | to take care of sb
照明,7,11661,noun,zhào míng,lighting | illumination
照片,2,766,noun,zhào piàn,photograph | picture
照相,2,9002,verb,zhào xiàng,to take a photograph
照相机,3,10452,noun,zhào xiàng jī,camera
照样,6,9598,adverb,zhào yàng,as before | in the same manner | still
照耀,6,13897,verb,zhào yào,to shine | to illuminate
照应,6,23973,verb,zhào yìng | zhào ying,to correlate with | to correspond to | to look after | to take care of | to attend to
罩,7,6107,noun,zhào,cover | fish trap (basket) | shade
肇事,7,9468,verb,zhào shì,to cause an accident | to be responsible for an incident | to provoke a disturbance
遮,7,8541,verb,zhē,to cover up (a shortcoming) | to screen off | to hide | to conceal
遮挡,6,23348,verb,zhē dǎng,to shelter | to shelter from
遮盖,7,21080,verb,zhē gài,to hide | to cover (one's tracks)
折,4,3422,verb,zhé | zhē | shé,"to snap | to break (a stick, a bone etc) | to turn sth over | to turn upside down | to tip sth out (of a container) | to break | to fracture | to snap | to suffer loss | to bend | to twist | to turn | to change direction | to convert into (currency) | to fold | to fold"
折叠,7,13701,verb,zhé dié,to fold
折合,7,31485,verb,zhé hé,to convert into | to amount to | to be equivalent to
折扣,7,9396,noun,zhé kòu,discount
折磨,7,3782,verb,zhé mó,to torment | to torture
折射,7,20161,verb,zhé shè,to refract | to reflect (in the figurative sense: to show the nature of)
折腾,7,6707,verb,zhē teng,"to toss from side to side (e.g. sleeplessly) | to repeat sth over and over again | to torment sb | to play crazy | to squander (time, money)"
哲学,6,5028,noun,zhé xué,philosophy
者,3,499,noun,zhě,(after a verb or adjective) one who (is) ... | (after a noun) person involved in ... | -er | -ist | (old) (used at the end of a command) | (old) this
这,1,11,pronoun,zhè,(pronoun) this; these
这边,1,2774,noun,zhè biān,this side
这儿,1,2522,pronoun,zhè r,here
这会儿,7,13922,noun,zhè huì r,(coll.) now | this moment
这就是说,6,18506,noun,zhè jiù shì shuō,in other words
这里,1,209,pronoun,zhè lǐ,here
这么,2,166,adverb,zhè me,so much | this much | how much? | like this
这时,2,3532,adverb,zhè shí,at this time | at this moment
这时候,2,5552,adverb,zhè shíhòu,At this moment
这些,1,132,pronoun,zhè xiē,these
这样,2,85,noun,zhè yàng,this kind of | this way
这样一来,7,29867,adverb,zhè yàng yī lái,thus | if this happens then
着,1,38,noun,zhe | zháo | zhuó | zhāo,(chess) move | trick | all right! | (dialect) to add | (coll.) to fall asleep | (after a verb) hitting the mark | succeeding in
着火,4,8629,verb,zháo huǒ,to catch fire
着急,4,4461,verb,zháo jí,to worry; to feel anxious | to feel a sense of urgency; to be in a hurry
着力,7,25274,verb,zhuó lì,to put effort into sth | to try really hard
着凉,5,22241,verb,zháo liáng,to catch cold
着落,7,21158,noun,zhuó luò,whereabouts | place to settle | reliable source (of funds etc) | settlement | solution
着迷,7,12593,verb,zháo mí,to be fascinated | to be captivated
着实,7,13006,adverb,zhuó shí,truly | indeed
着手,7,5230,verb,zhuó shǒu,to put one's hand to it | to start out on a task | to set out
着想,7,8001,verb,zhuó xiǎng,to give thought (to others) | to consider (other people's needs)
着眼,7,11269,verb,zhuó yǎn,to have one's eyes on (a goal) | to concentrate
着眼于,7,1000000,noun,zhuóyǎn yú,Focus on
着重,7,15109,verb,zhuó zhòng,to put emphasis on; to stress
著名,4,1436,noun,zhù míng,famous | celebrated
著作,4,5487,verb,zhù zuò,to write
针,4,2990,noun,zhēn,needle | pin | injection | stitch
针对,4,1899,verb,zhēn duì,to target | to focus on | to be aimed at or against | in response to
针锋相对,7,20666,idiom,zhēn fēng xiāng duì,to oppose each other with equal harshness (idiom); tit for tat
针灸,7,13266,noun,zhēn jiǔ,acupuncture and moxibustion
侦察,7,9150,verb,zhēn chá,to investigate a crime | to scout | to reconnoiter
侦探,6,8860,noun,zhēn tàn,detective
珍藏,7,12362,idiom,zhēn cáng,a collection of rare and valuable items
珍贵,5,5205,adjective,zhēn guì,precious
珍视,7,22928,verb,zhēn shì,to place great importance on | to treasure
珍惜,5,3787,verb,zhēn xī,to treasure | to value | to cherish
珍稀,6,25346,adjective,zhēn xī,rare | precious and uncommon
珍重,7,35184,adjective,zhēn zhòng,precious | extremely valuable
珍珠,5,7342,noun,zhēn zhū,pearl
真,1,76,adverb,zhēn,really | truly | indeed
真诚,5,4527,adjective,zhēn chéng,sincere; genuine; true
真的,1,622,adverb,zhēn de,"really, truly, indeed"
真假,7,18340,noun,zhēn jiǎ,genuine or fake | true or false
真空,7,12073,noun,zhēn kōng,vacuum
真理,5,5445,noun,zhēn lǐ,truth
真情,7,10828,noun,zhēn qíng,real situation | the truth
真实,3,1299,noun,zhēn shí,true; real
真是的,7,18236,adverb,zhēn shi de,Really! (interj. of annoyance or frustration)
真相,5,2208,idiom,zhēn xiàng,the truth about sth; the actual facts
真心,7,2734,adjective,zhēn xīn,sincere | heartfelt
真正,2,544,adjective,zhēn zhèng,genuine; real; true
真挚,7,16317,adjective,zhēn zhì,sincere
斟酌,6,26512,verb,zhēn zhuó,to consider | to deliberate | to fill up a cup to the brim
诊断,5,3008,verb,zhěn duàn,to diagnose
诊所,7,7286,noun,zhěn suǒ,clinic
枕头,7,7101,noun,zhěn tou,pillow
阵,4,3920,noun,zhèn,disposition of troops | wave | spate | burst | spell | short period of time | classifier for events or states of short duration
阵地,6,9736,noun,zhèn dì,(military) position | front
阵容,7,11067,noun,zhèn róng,troop arrangement | battle formation | lineup (of a sports team etc)
阵营,7,10345,noun,zhèn yíng,group of people | camp | faction | sides in a dispute
振动,5,11577,verb,zhèn dòng,to vibrate | to shake
振奋,7,10653,verb,zhèn fèn,to stir oneself up | to raise one's spirits | to inspire
振兴,7,23419,verb,zhèn xīng,to revive; to revitalize; to invigorate; to re-energize
振作,7,11363,verb,zhèn zuò,to bestir oneself | to pull oneself together | to cheer up | to uplift | to stimulate
镇,6,1583,verb,zhèn,to press down | to calm | to subdue | to suppress | to guard | to cool or chill (food or drinks)
镇定,7,10185,adjective,zhèn dìng,calm | cool
镇静,6,11463,adjective,zhèn jìng,calm | cool
镇压,6,12119,noun,zhèn yā,suppression | repression
震,7,5448,verb,zhèn,to shake | to vibrate | to jolt | to quake
震动,7,8530,verb,zhèn dòng,to shake | to vibrate | to strongly affect
震撼,7,5156,verb,zhèn hàn,to shake | to shock | to stun
震惊,5,3938,verb,zhèn jīng,to shock | to astonish
争,3,2989,verb,zhēng,to strive for | to vie for | to argue or debate
争吵,7,6559,verb,zhēng chǎo,to quarrel
争端,7,12915,noun,zhēng duān,dispute | controversy | conflict
争夺,6,4859,verb,zhēng duó,to fight over | to contest | to vie over
争分夺秒,7,34909,idiom,zhēng fēn duó miǎo,"lit. fight minutes, snatch seconds (idiom); a race against time | making every second count"
争光,7,32316,verb,zhēng guāng,to win an honor | to strive to win a prize
争论,4,5270,verb,zhēng lùn,to argue | to debate | to contend
争气,7,18239,verb,zhēng qì,to work hard for sth | to resolve on improvement
争取,3,2213,verb,zhēng qǔ,to fight for | to strive for | to win over
争先恐后,7,27476,idiom,zhēng xiān kǒng hòu,striving to be first and fearing to be last (idiom); outdoing one another
争议,5,6061,noun,zhēng yì,controversy | dispute
争执,7,7481,verb,zhēng zhí,to dispute | to disagree | to argue opinionatedly | to wrangle
征,7,6191,noun,zhēng,journey | trip | expedition | phenomenon | symptom | characteristic sign (used as proof) | evidence
征服,4,5954,verb,zhēng fú,to conquer | to subdue | to vanquish
征集,7,17311,verb,zhēng jí,to collect | to recruit
征求,4,8059,verb,zhēng qiú,"to solicit | to seek | to request (opinions, feedback etc) | to petition"
征收,7,17356,verb,zhēng shōu,to levy (a tax) | to expropriate
挣,5,4542,verb,zhēng | zhèng,to struggle to get free | to strive to acquire | to make (money)
挣钱,5,7421,verb,zhèng qián,to make money
挣扎,7,4837,verb,zhēng zhá,to struggle
睁,7,5578,verb,zhēng,to open (one's eyes)
蒸,7,9269,verb,zhēng,to evaporate
蒸发,6,10558,verb,zhēng fā,to evaporate
拯救,7,4187,verb,zhěng jiù,to save; to rescue
整,3,1315,adverb,zhěng,exactly | in order
整顿,6,11404,verb,zhěng dùn,to tidy up | to reorganize | to consolidate | to rectify
整个,3,572,adjective,zhěng gè,whole | entire
整合,7,9593,verb,zhěng hé,to conform | to integrate
整洁,7,10954,noun,zhěng jié,neatly
整理,3,2737,verb,zhěng lǐ,"to arrange | to tidy up | to sort out | to straighten out | to list systematically | to collate (data, files) | to pack (luggage)"
整齐,3,8739,adjective,zhěng qí,orderly | neat | tidy
整数,7,24165,noun,zhěng shù,whole number | integer (math.) | round figure
整体,3,4225,noun,zhěng tǐ,"whole entity | entire body | synthesis | as a whole (situation, construction, team etc) | global | macrocosm | integral | holistic"
整天,3,3492,noun,zhěng tiān,all day long | whole day
整整,3,4509,adjective,zhěng zhěng,whole | full
整治,6,18458,verb,zhěng zhì,to bring under control | to regulate | to restore to good condition | to prepare (a meal etc)
正,1,294,noun,zhēng | zhèng,first month of the lunar year | main | principal | right (in that place)
正版,5,46413,adjective,zhèng bǎn,genuine
正常,2,722,adjective,zhèng cháng,regular | ordinary
正当,6,4824,adjective,zhèng dàng | zhèng dāng,timely | honest | reasonable | fair | sensible
正负,6,46177,adjective,zhèng fù,positive and negative
正规,5,8673,adjective,zhèng guī,regular
正好,2,2469,adverb,zhèng hǎo,just (in time) | just right | by chance | it just so happens that
正经,6,8992,adjective,zhèng jīng,decent | honorable | proper | serious
正面,7,5294,noun,zhèng miàn,front | obverse side | right side | direct
正能量,7,1000000,noun,zhèng néng liàng,positive energy | positivity
正气,6,27510,noun,zhèng qì,healthy atmosphere; moral spirit | unyielding integrity; probity | (TCM) vital energy (resistance to diseases)
正确,2,1163,noun,zhèng què,correct; sound; right; proper
正如,5,12338,adverb,zhèng rú,just as | precisely as
正式,3,1215,noun,zhèng shì,formal; official
正视,7,13172,verb,zhèng shì,to face squarely; to meet head on; to face up to
正是,2,1179,verb,zhèng shì,is precisely
正义,5,4214,noun,zhèng yì,justice | righteousness | righteous
正月,6,24741,noun,Zhēng yuè,first month of the lunar year
正在,1,420,adverb,zhèng zài,just at (that time)
正直,7,10756,adjective,zhèng zhí,upright | honest
正宗,7,12466,noun,zhèng zōng,orthodox school | fig. traditional | old school
证,3,1605,verb,zhèng,to admonish | to prove | to demonstrate | to confirm
证件,3,5876,noun,zhèng jiàn,certificate; papers; credentials; document; ID
证据,3,1826,noun,zhèng jù,evidence | proof | testimony
证明,3,838,noun,zhèng míng,proof | certificate | identification | testimonial
证人,7,6180,noun,zhèng rén,witness
证实,5,2449,verb,zhèng shí,to confirm (sth to be true) | to verify
证书,5,6390,noun,zhèng shū,credentials | certificate
郑重,7,11923,adjective,zhèng zhòng,serious | solemn | earnest | conscientious
政策,6,2305,noun,zhèng cè,policy
政党,6,12675,noun,zhèng dǎng,political party
政府,4,527,noun,zhèng fǔ,government
政权,6,7321,noun,zhèng quán,regime | political power
政治,4,1320,noun,zhèng zhì,politics | political
